,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
2737,2007,2011-03-29,2,0,3,0,2,1,2,0.34,0.303,0.25,0.3881,18,63,81,11.0
2738,2008,2011-03-29,2,0,3,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77,106,12.0
2739,2009,2011-03-29,2,0,3,0,2,1,1,0.34,0.303,0.25,0.2985,24,80,104,13.0
2740,2010,2011-03-29,2,0,3,0,2,1,1,0.36,0.3333,0.25,0.2537,20,66,86,14.0
2741,2011,2011-03-29,2,0,3,0,2,1,1,0.38,0.3939,0.25,0.2239,22,65,87,15.0
2742,2012,2011-03-29,2,0,3,0,2,1,1,0.38,0.3939,0.22,0.1642,12,124,136,16.0
2743,2013,2011-03-29,2,0,3,0,2,1,1,0.4,0.4091,0.2,0.1343,34,265,299,17.0
2744,2014,2011-03-29,2,0,3,0,2,1,1,0.36,0.3636,0.21,0.0896,42,252,294,18.0
2745,2015,2011-03-29,2,0,3,0,2,1,1,0.34,0.3333,0.23,0.194,20,170,190,19.0
2746,2016,2011-03-29,2,0,3,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119,132,20.0
2747,2017,2011-03-29,2,0,3,0,2,1,1,0.34,0.3636,0.42,0.0,8,75,83,21.0
2748,2018,2011-03-29,2,0,3,0,2,1,1,0.34,0.3636,0.49,0.0,6,49,55,22.0
2749,2019,2011-03-29,2,0,3,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27,35,23.0
2750,2020,2011-03-30,2,0,3,0,3,1,2,0.32,0.3485,0.57,0.0,3,8,11,0.0
2751,2021,2011-03-30,2,0,3,0,3,1,1,0.32,0.3485,0.39,0.0,1,9,10,1.0
2752,2022,2011-03-30,2,0,3,0,3,1,2,0.32,0.3485,0.57,0.0,0,4,4,2.0
2753,2023,2011-03-30,2,0,3,0,3,1,2,0.32,0.3485,0.49,0.0,0,4,4,3.0
2754,2024,2011-03-30,2,0,3,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1,4.0
2755,2025,2011-03-30,2,0,3,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7,5.0
2756,2026,2011-03-30,2,0,3,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48,6.0
2757,2027,2011-03-30,2,0,3,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128,136,7.0
2758,2028,2011-03-30,2,0,3,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263,8.0
2759,2029,2011-03-30,2,0,3,0,3,1,2,0.32,0.303,0.45,0.2239,7,147,154,9.0
2760,2030,2011-03-30,2,0,3,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51,64,10.0
2761,2031,2011-03-30,2,0,3,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90,11.0
2762,2032,2011-03-30,2,0,3,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65,80,12.0
2763,2033,2011-03-30,2,0,3,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84,98,13.0
2764,2034,2011-03-30,2,0,3,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80,14.0
2765,2035,2011-03-30,2,0,3,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70,15.0
2766,2036,2011-03-30,2,0,3,0,3,1,3,0.28,0.2727,0.87,0.2537,0,36,36,16.0
2767,2037,2011-03-30,2,0,3,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105,116,17.0
2768,2038,2011-03-30,2,0,3,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85,18.0
2769,2039,2011-03-30,2,0,3,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67,72,19.0
2770,2040,2011-03-30,2,0,3,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44,20.0
2771,2041,2011-03-30,2,0,3,0,3,1,2,0.24,0.2273,0.93,0.2537,0,27,27,21.0
2772,2042,2011-03-30,2,0,3,0,3,1,3,0.24,0.2273,0.93,0.2239,3,21,24,22.0
2773,2043,2011-03-30,2,0,3,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11,12,23.0
2774,2044,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,3,3,0.0
2775,2045,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5,1.0
2776,2046,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.194,0,5,5,2.0
2777,2047,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1,1,3.0
2778,2048,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2,2,4.0
2779,2049,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8,8,5.0
2780,2050,2011-03-31,2,0,3,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36,6.0
2781,2051,2011-03-31,2,0,3,0,4,1,3,0.24,0.2273,0.93,0.2537,5,87,92,7.0
2782,2052,2011-03-31,2,0,3,0,4,1,2,0.24,0.2273,1.0,0.2537,7,185,192,8.0
2783,2053,2011-03-31,2,0,3,0,4,1,3,0.26,0.2424,0.93,0.2537,6,126,132,9.0
2784,2054,2011-03-31,2,0,3,0,4,1,3,0.26,0.2424,0.93,0.2537,15,54,69,10.0
2785,2055,2011-03-31,2,0,3,0,4,1,3,0.28,0.2727,0.93,0.194,6,52,58,11.0
2786,2056,2011-03-31,2,0,3,0,4,1,3,0.28,0.2727,0.93,0.194,17,73,90,12.0
2787,2057,2011-03-31,2,0,3,0,4,1,3,0.3,0.303,0.87,0.1343,13,55,68,13.0
2788,2058,2011-03-31,2,0,3,0,4,1,3,0.3,0.303,0.87,0.1343,27,49,76,14.0
2789,2059,2011-03-31,2,0,3,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65,15.0
2790,2060,2011-03-31,2,0,3,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72,85,16.0
2791,2061,2011-03-31,2,0,3,0,4,1,2,0.3,0.2879,0.87,0.2537,15,153,168,17.0
2792,2062,2011-03-31,2,0,3,0,4,1,2,0.3,0.303,0.87,0.1343,12,165,177,18.0
2793,2063,2011-03-31,2,0,3,0,4,1,2,0.3,0.303,0.87,0.1343,12,118,130,19.0
2794,2064,2011-03-31,2,0,3,0,4,1,3,0.28,0.2576,0.93,0.2836,6,79,85,20.0
2795,2065,2011-03-31,2,0,3,0,4,1,2,0.28,0.2727,0.93,0.1642,7,53,60,21.0
2796,2066,2011-03-31,2,0,3,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51,22.0
2797,2067,2011-03-31,2,0,3,0,4,1,3,0.26,0.2576,1.0,0.1642,4,23,27,23.0
2798,2068,2011-04-01,2,0,4,0,5,1,3,0.26,0.2576,1.0,0.1642,0,6,6,0.0
2799,2069,2011-04-01,2,0,4,0,5,1,3,0.26,0.2576,1.0,0.1642,0,4,4,1.0
2800,2070,2011-04-01,2,0,4,0,5,1,3,0.26,0.2576,0.93,0.194,0,7,7,2.0
2801,2071,2011-04-01,2,0,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,4,4,3.0
2802,2072,2011-04-01,2,0,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,3,3,4.0
2803,2073,2011-04-01,2,0,4,0,5,1,3,0.24,0.2273,0.93,0.2239,1,11,12,5.0
2804,2074,2011-04-01,2,0,4,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28,6.0
2805,2075,2011-04-01,2,0,4,0,5,1,3,0.24,0.2424,0.93,0.0,4,91,95,7.0
2806,2076,2011-04-01,2,0,4,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206,8.0
2807,2077,2011-04-01,2,0,4,0,5,1,1,0.32,0.2879,0.7,0.3582,11,162,173,9.0
2808,2078,2011-04-01,2,0,4,0,5,1,1,0.32,0.303,0.66,0.2836,12,63,75,10.0
2809,2079,2011-04-01,2,0,4,0,5,1,1,0.32,0.2879,0.61,0.3582,17,72,89,11.0
2810,2080,2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.53,0.3582,15,80,95,12.0
2811,2081,2011-04-01,2,0,4,0,5,1,1,0.36,0.3333,0.5,0.3582,18,92,110,13.0
2812,2082,2011-04-01,2,0,4,0,5,1,2,0.36,0.3333,0.46,0.3582,26,61,87,14.0
2813,2083,2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.46,0.4179,30,81,111,15.0
2814,2084,2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.46,0.4179,42,125,167,16.0
2815,2085,2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.46,0.3284,36,245,281,17.0
2816,2086,2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.46,0.3284,36,205,241,18.0
2817,2087,2011-04-01,2,0,4,0,5,1,1,0.34,0.303,0.49,0.3284,16,120,136,19.0
2818,2088,2011-04-01,2,0,4,0,5,1,1,0.32,0.3182,0.53,0.194,2,75,77,20.0
2819,2089,2011-04-01,2,0,4,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84,93,21.0
2820,2090,2011-04-01,2,0,4,0,5,1,1,0.3,0.303,0.56,0.1642,10,64,74,22.0
2821,2091,2011-04-01,2,0,4,0,5,1,1,0.3,0.3182,0.61,0.0896,12,41,53,23.0
2822,2092,2011-04-02,2,0,4,0,6,0,2,0.3,0.3333,0.61,0.0,3,29,32,0.0
2823,2093,2011-04-02,2,0,4,0,6,0,1,0.26,0.2727,0.65,0.1343,4,28,32,1.0
2824,2094,2011-04-02,2,0,4,0,6,0,1,0.24,0.2424,0.75,0.1343,1,20,21,2.0
2825,2095,2011-04-02,2,0,4,0,6,0,1,0.24,0.2424,0.7,0.1642,1,8,9,3.0
2826,2096,2011-04-02,2,0,4,0,6,0,1,0.24,0.2424,0.7,0.1642,0,5,5,4.0
2827,2097,2011-04-02,2,0,4,0,6,0,2,0.24,0.2424,0.75,0.1642,1,4,5,5.0
2828,2098,2011-04-02,2,0,4,0,6,0,1,0.26,0.2727,0.7,0.1045,5,7,12,6.0
2829,2099,2011-04-02,2,0,4,0,6,0,2,0.26,0.2727,0.7,0.1045,2,16,18,7.0
2830,2100,2011-04-02,2,0,4,0,6,0,1,0.3,0.3182,0.7,0.1045,10,45,55,8.0
2831,2101,2011-04-02,2,0,4,0,6,0,2,0.34,0.3485,0.66,0.1045,22,65,87,9.0
2832,2102,2011-04-02,2,0,4,0,6,0,2,0.36,0.3485,0.57,0.1642,41,113,154,10.0
2833,2103,2011-04-02,2,0,4,0,6,0,2,0.4,0.4091,0.47,0.1642,72,126,198,11.0
2834,2104,2011-04-02,2,0,4,0,6,0,3,0.32,0.3333,0.81,0.1343,84,100,184,12.0
2835,2105,2011-04-02,2,0,4,0,6,0,1,0.34,0.3333,0.81,0.1343,56,81,137,13.0
2836,2106,2011-04-02,2,0,4,0,6,0,3,0.32,0.303,0.76,0.3284,97,93,190,14.0
2837,2107,2011-04-02,2,0,4,0,6,0,3,0.34,0.303,0.76,0.3881,72,64,136,15.0
2838,2108,2011-04-02,2,0,4,0,6,0,1,0.38,0.3939,0.62,0.3284,111,85,196,16.0
2839,2109,2011-04-02,2,0,4,0,6,0,1,0.38,0.3939,0.54,0.3582,89,95,184,17.0
2840,2110,2011-04-02,2,0,4,0,6,0,1,0.38,0.3939,0.54,0.194,69,110,179,18.0
2841,2111,2011-04-02,2,0,4,0,6,0,1,0.36,0.3333,0.53,0.3582,71,77,148,19.0
2842,2112,2011-04-02,2,0,4,0,6,0,1,0.34,0.3182,0.53,0.2836,29,56,85,20.0
2843,2113,2011-04-02,2,0,4,0,6,0,1,0.32,0.303,0.61,0.2537,24,53,77,21.0
2844,2114,2011-04-02,2,0,4,0,6,0,1,0.32,0.303,0.61,0.2985,14,41,55,22.0
2845,2115,2011-04-02,2,0,4,0,6,0,1,0.32,0.3182,0.61,0.1642,20,33,53,23.0
2846,2116,2011-04-03,2,0,4,0,0,0,1,0.3,0.2879,0.65,0.194,8,31,39,0.0
2847,2117,2011-04-03,2,0,4,0,0,0,1,0.3,0.3182,0.61,0.1045,8,26,34,1.0
2848,2118,2011-04-03,2,0,4,0,0,0,1,0.26,0.2727,0.7,0.1343,5,19,24,2.0
2849,2119,2011-04-03,2,0,4,0,0,0,1,0.3,0.3333,0.61,0.0,3,8,11,3.0
2850,2120,2011-04-03,2,0,4,0,0,0,1,0.28,0.303,0.7,0.0896,3,0,3,4.0
2851,2121,2011-04-03,2,0,4,0,0,0,1,0.28,0.2727,0.65,0.2239,1,4,5,5.0
2852,2122,2011-04-03,2,0,4,0,0,0,1,0.28,0.2727,0.65,0.194,10,23,33,6.0
2853,2123,2011-04-03,2,0,4,0,0,0,1,0.32,0.303,0.57,0.2239,13,20,33,7.0
2854,2124,2011-04-03,2,0,4,0,0,0,1,0.34,0.3333,0.57,0.1642,18,44,62,8.0
2855,2125,2011-04-03,2,0,4,0,0,0,1,0.36,0.3182,0.5,0.4925,68,74,142,9.0
2856,2126,2011-04-03,2,0,4,0,0,0,1,0.4,0.4091,0.43,0.4179,111,104,215,10.0
2857,2127,2011-04-03,2,0,4,0,0,0,1,0.42,0.4242,0.41,0.2537,139,104,243,11.0
2858,2128,2011-04-03,2,0,4,0,0,0,1,0.44,0.4394,0.38,0.2836,166,147,313,12.0
2859,2129,2011-04-03,2,0,4,0,0,0,1,0.44,0.4394,0.33,0.2985,219,148,367,13.0
2860,2130,2011-04-03,2,0,4,0,0,0,1,0.46,0.4545,0.31,0.1343,240,109,349,14.0
2861,2131,2011-04-03,2,0,4,0,0,0,2,0.46,0.4545,0.33,0.0,174,118,292,15.0
2862,2132,2011-04-03,2,0,4,0,0,0,2,0.46,0.4545,0.31,0.194,147,156,303,16.0
2863,2133,2011-04-03,2,0,4,0,0,0,2,0.46,0.4545,0.28,0.1343,148,126,274,17.0
2864,2134,2011-04-03,2,0,4,0,0,0,2,0.46,0.4545,0.31,0.0,71,101,172,18.0
2865,2135,2011-04-03,2,0,4,0,0,0,2,0.42,0.4242,0.44,0.194,51,93,144,19.0
2866,2136,2011-04-03,2,0,4,0,0,0,3,0.42,0.4242,0.41,0.2239,24,55,79,20.0
2867,2137,2011-04-03,2,0,4,0,0,0,2,0.42,0.4242,0.44,0.2239,8,37,45,21.0
2868,2138,2011-04-03,2,0,4,0,0,0,1,0.4,0.4091,0.43,0.1045,7,29,36,22.0
2869,2139,2011-04-03,2,0,4,0,0,0,1,0.4,0.4091,0.5,0.0896,9,22,31,23.0
2870,2140,2011-04-04,2,0,4,0,1,1,1,0.4,0.4091,0.5,0.2239,1,5,6,0.0
2871,2141,2011-04-04,2,0,4,0,1,1,1,0.4,0.4091,0.56,0.3582,7,4,11,1.0
2872,2142,2011-04-04,2,0,4,0,1,1,1,0.38,0.3939,0.66,0.2537,1,1,2,2.0
2873,2143,2011-04-04,2,0,4,0,1,1,1,0.38,0.3939,0.66,0.2836,1,0,1,3.0
2874,2144,2011-04-04,2,0,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2,4.0
2875,2145,2011-04-04,2,0,4,0,1,1,1,0.4,0.4091,0.62,0.2537,0,7,7,5.0
2876,2146,2011-04-04,2,0,4,0,1,1,1,0.42,0.4242,0.58,0.2836,3,43,46,6.0
2877,2147,2011-04-04,2,0,4,0,1,1,2,0.44,0.4394,0.54,0.2537,7,150,157,7.0
2878,2148,2011-04-04,2,0,4,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339,8.0
2879,2149,2011-04-04,2,0,4,0,1,1,2,0.5,0.4848,0.51,0.3881,24,134,158,9.0
2880,2150,2011-04-04,2,0,4,0,1,1,2,0.54,0.5152,0.45,0.3582,35,55,90,10.0
2881,2151,2011-04-04,2,0,4,0,1,1,1,0.6,0.6212,0.4,0.3881,58,66,124,11.0
2882,2152,2011-04-04,2,0,4,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157,12.0
2883,2153,2011-04-04,2,0,4,0,1,1,1,0.68,0.6364,0.34,0.3284,47,92,139,13.0
2884,2154,2011-04-04,2,0,4,0,1,1,2,0.74,0.6515,0.27,0.4925,47,76,123,14.0
2885,2155,2011-04-04,2,0,4,0,1,1,1,0.76,0.6667,0.23,0.5522,47,96,143,15.0
2886,2156,2011-04-04,2,0,4,0,1,1,1,0.76,0.6515,0.22,0.5224,59,130,189,16.0
2887,2157,2011-04-04,2,0,4,0,1,1,1,0.74,0.6515,0.23,0.6119,83,283,366,17.0
2888,2158,2011-04-04,2,0,4,0,1,1,2,0.72,0.6364,0.23,0.4925,78,308,386,18.0
2889,2159,2011-04-04,2,0,4,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278,19.0
2890,2160,2011-04-04,2,0,4,0,1,1,2,0.7,0.6364,0.24,0.5522,40,133,173,20.0
2891,2161,2011-04-04,2,0,4,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95,21.0
2892,2162,2011-04-04,2,0,4,0,1,1,2,0.68,0.6364,0.36,0.4627,17,58,75,22.0
2893,2163,2011-04-04,2,0,4,0,1,1,2,0.64,0.6212,0.47,0.2239,18,30,48,23.0
2894,2164,2011-04-05,2,0,4,0,2,1,1,0.62,0.6212,0.5,0.1045,10,12,22,0.0
2895,2165,2011-04-05,2,0,4,0,2,1,3,0.62,0.6212,0.57,0.4179,10,5,15,1.0
2896,2166,2011-04-05,2,0,4,0,2,1,2,0.54,0.5152,0.73,0.3284,0,5,5,2.0
2897,2167,2011-04-05,2,0,4,0,2,1,2,0.54,0.5152,0.73,0.3284,1,3,4,3.0
2898,2168,2011-04-05,2,0,4,0,2,1,3,0.5,0.4848,0.88,0.4925,0,2,2,4.0
2899,2169,2011-04-05,2,0,4,0,2,1,3,0.46,0.4545,0.94,0.2985,0,5,5,5.0
2900,2170,2011-04-05,2,0,4,0,2,1,2,0.48,0.4697,0.88,0.3284,2,36,38,6.0
2901,2171,2011-04-05,2,0,4,0,2,1,2,0.48,0.4697,0.88,0.3284,10,124,134,7.0
2902,2172,2011-04-05,2,0,4,0,2,1,3,0.38,0.3939,0.87,0.5821,9,148,157,8.0
2903,2173,2011-04-05,2,0,4,0,2,1,3,0.36,0.3182,0.87,0.4925,2,44,46,9.0
2904,2174,2011-04-05,2,0,4,0,2,1,3,0.34,0.303,0.81,0.3881,3,25,28,10.0
2905,2175,2011-04-05,2,0,4,0,2,1,3,0.32,0.2879,0.81,0.4478,1,18,19,11.0
2906,2176,2011-04-05,2,0,4,0,2,1,2,0.34,0.303,0.71,0.3881,6,32,38,12.0
2907,2177,2011-04-05,2,0,4,0,2,1,2,0.36,0.3333,0.63,0.4179,5,51,56,13.0
2908,2178,2011-04-05,2,0,4,0,2,1,2,0.36,0.3182,0.57,0.4925,9,67,76,14.0
2909,2179,2011-04-05,2,0,4,0,2,1,1,0.4,0.4091,0.46,0.4627,6,62,68,15.0
2910,2180,2011-04-05,2,0,4,0,2,1,1,0.38,0.3939,0.46,0.4179,17,113,130,16.0
2911,2181,2011-04-05,2,0,4,0,2,1,1,0.42,0.4242,0.38,0.4179,27,246,273,17.0
2912,2182,2011-04-05,2,0,4,0,2,1,1,0.38,0.3939,0.4,0.4925,19,248,267,18.0
2913,2183,2011-04-05,2,0,4,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160,19.0
2914,2184,2011-04-05,2,0,4,0,2,1,1,0.34,0.3182,0.46,0.2836,4,87,91,20.0
2915,2185,2011-04-05,2,0,4,0,2,1,1,0.34,0.2879,0.46,0.5224,8,81,89,21.0
2916,2186,2011-04-05,2,0,4,0,2,1,1,0.32,0.303,0.49,0.2985,3,43,46,22.0
2917,2187,2011-04-05,2,0,4,0,2,1,1,0.3,0.2879,0.49,0.2836,3,23,26,23.0
2918,2188,2011-04-06,2,0,4,0,3,1,1,0.3,0.3182,0.49,0.1045,0,15,15,0.0
2919,2189,2011-04-06,2,0,4,0,3,1,1,0.26,0.2727,0.6,0.1343,0,2,2,1.0
2920,2190,2011-04-06,2,0,4,0,3,1,1,0.24,0.2424,0.7,0.1343,0,5,5,2.0
2921,2191,2011-04-06,2,0,4,0,3,1,1,0.26,0.2727,0.6,0.1343,0,4,4,3.0
2922,2192,2011-04-06,2,0,4,0,3,1,1,0.24,0.2424,0.65,0.1343,0,1,1,4.0
2923,2193,2011-04-06,2,0,4,0,3,1,1,0.24,0.2576,0.7,0.1045,1,12,13,5.0
2924,2194,2011-04-06,2,0,4,0,3,1,1,0.24,0.2576,0.7,0.1045,4,52,56,6.0
2925,2195,2011-04-06,2,0,4,0,3,1,1,0.26,0.2727,0.65,0.1045,3,130,133,7.0
2926,2196,2011-04-06,2,0,4,0,3,1,1,0.32,0.303,0.61,0.2239,17,308,325,8.0
2927,2197,2011-04-06,2,0,4,0,3,1,1,0.36,0.3333,0.46,0.2537,8,157,165,9.0
2928,2198,2011-04-06,2,0,4,0,3,1,1,0.4,0.4091,0.37,0.3881,21,48,69,10.0
2929,2199,2011-04-06,2,0,4,0,3,1,1,0.42,0.4242,0.38,0.3881,23,70,93,11.0
2930,2200,2011-04-06,2,0,4,0,3,1,1,0.44,0.4394,0.41,0.2537,22,112,134,12.0
2931,2201,2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.38,0.4925,29,83,112,13.0
2932,2202,2011-04-06,2,0,4,0,3,1,1,0.5,0.4848,0.34,0.4179,35,80,115,14.0
2933,2203,2011-04-06,2,0,4,0,3,1,1,0.52,0.5,0.32,0.3284,34,83,117,15.0
2934,2204,2011-04-06,2,0,4,0,3,1,1,0.54,0.5152,0.28,0.4179,27,142,169,16.0
2935,2205,2011-04-06,2,0,4,0,3,1,1,0.52,0.5,0.32,0.4478,53,303,356,17.0
2936,2206,2011-04-06,2,0,4,0,3,1,1,0.52,0.5,0.29,0.3582,43,282,325,18.0
2937,2207,2011-04-06,2,0,4,0,3,1,1,0.5,0.4848,0.31,0.2985,36,196,232,19.0
2938,2208,2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.51,0.2239,15,126,141,20.0
2939,2209,2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.41,0.2836,18,84,102,21.0
2940,2210,2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.41,0.2836,13,71,84,22.0
2941,2211,2011-04-06,2,0,4,0,3,1,1,0.46,0.4545,0.41,0.2985,11,29,40,23.0
2942,2212,2011-04-07,2,0,4,0,4,1,1,0.46,0.4545,0.41,0.2836,5,15,20,0.0
2943,2213,2011-04-07,2,0,4,0,4,1,1,0.42,0.4242,0.47,0.1343,2,11,13,1.0
2944,2214,2011-04-07,2,0,4,0,4,1,1,0.42,0.4242,0.54,0.0,0,7,7,2.0
2945,2215,2011-04-07,2,0,4,0,4,1,1,0.36,0.3485,0.66,0.194,0,3,3,3.0
2946,2216,2011-04-07,2,0,4,0,4,1,1,0.34,0.3333,0.76,0.194,0,1,1,4.0
2947,2217,2011-04-07,2,0,4,0,4,1,1,0.34,0.3182,0.76,0.2239,0,6,6,5.0
2948,2218,2011-04-07,2,0,4,0,4,1,1,0.32,0.303,0.81,0.2537,5,59,64,6.0
2949,2219,2011-04-07,2,0,4,0,4,1,2,0.34,0.3333,0.76,0.1642,8,152,160,7.0
2950,2220,2011-04-07,2,0,4,0,4,1,1,0.36,0.3485,0.76,0.194,23,291,314,8.0
2951,2221,2011-04-07,2,0,4,0,4,1,2,0.4,0.4091,0.66,0.1343,15,155,170,9.0
2952,2222,2011-04-07,2,0,4,0,4,1,2,0.42,0.4242,0.67,0.1045,29,66,95,10.0
2953,2223,2011-04-07,2,0,4,0,4,1,2,0.46,0.4545,0.55,0.0,36,86,122,11.0
2954,2224,2011-04-07,2,0,4,0,4,1,2,0.46,0.4545,0.55,0.0,39,114,153,12.0
2955,2225,2011-04-07,2,0,4,0,4,1,2,0.52,0.5,0.48,0.0896,36,99,135,13.0
2956,2226,2011-04-07,2,0,4,0,4,1,1,0.56,0.5303,0.43,0.0896,46,111,157,14.0
2957,2227,2011-04-07,2,0,4,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160,15.0
2958,2228,2011-04-07,2,0,4,0,4,1,1,0.6,0.6212,0.35,0.0,52,161,213,16.0
2959,2229,2011-04-07,2,0,4,0,4,1,1,0.52,0.5,0.52,0.2836,63,280,343,17.0
2960,2230,2011-04-07,2,0,4,0,4,1,1,0.48,0.4697,0.55,0.2537,68,265,333,18.0
2961,2231,2011-04-07,2,0,4,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226,19.0
2962,2232,2011-04-07,2,0,4,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203,20.0
2963,2233,2011-04-07,2,0,4,0,4,1,2,0.44,0.4394,0.67,0.2836,19,89,108,21.0
2964,2234,2011-04-07,2,0,4,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81,22.0
2965,2235,2011-04-07,2,0,4,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54,23.0
2966,2236,2011-04-08,2,0,4,0,5,1,2,0.36,0.3485,0.76,0.2239,4,21,25,0.0
2967,2237,2011-04-08,2,0,4,0,5,1,2,0.34,0.3333,0.76,0.1343,3,6,9,1.0
2968,2238,2011-04-08,2,0,4,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13,2.0
2969,2239,2011-04-08,2,0,4,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1,3.0
2970,2240,2011-04-08,2,0,4,0,5,1,2,0.34,0.3333,0.86,0.1343,0,1,1,4.0
2971,2241,2011-04-08,2,0,4,0,5,1,2,0.32,0.3182,0.87,0.194,1,8,9,5.0
2972,2242,2011-04-08,2,0,4,0,5,1,2,0.34,0.3636,0.87,0.0,2,33,35,6.0
2973,2243,2011-04-08,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113,7.0
2974,2244,2011-04-08,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221,8.0
2975,2245,2011-04-08,2,0,4,0,5,1,2,0.36,0.3485,0.76,0.194,17,168,185,9.0
2976,2246,2011-04-08,2,0,4,0,5,1,2,0.36,0.3333,0.71,0.2836,10,63,73,10.0
2977,2247,2011-04-08,2,0,4,0,5,1,2,0.4,0.4091,0.62,0.3881,19,79,98,11.0
2978,2248,2011-04-08,2,0,4,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80,12.0
2979,2249,2011-04-08,2,0,4,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42,13.0
2980,2250,2011-04-08,2,0,4,0,5,1,3,0.34,0.3182,0.87,0.2239,2,13,15,14.0
2981,2251,2011-04-08,2,0,4,0,5,1,3,0.34,0.3182,0.87,0.2239,1,24,25,15.0
2982,2252,2011-04-08,2,0,4,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60,16.0
2983,2253,2011-04-08,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,148,17.0
2984,2254,2011-04-08,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2537,8,54,62,18.0
2985,2255,2011-04-08,2,0,4,0,5,1,3,0.3,0.2727,0.93,0.4179,1,52,53,19.0
2986,2256,2011-04-08,2,0,4,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63,20.0
2987,2257,2011-04-08,2,0,4,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54,21.0
2988,2258,2011-04-08,2,0,4,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51,22.0
2989,2259,2011-04-08,2,0,4,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35,23.0
2990,2260,2011-04-09,2,0,4,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31,0.0
